FEN,REAL,SYNTHETIC
r1r3k1/2qn1p1p/b2bpnp1/p2pN3/1p1P1PPB/2P4Q/PPBN3P/R4RK1,game7_frame_017000.png,game7_frame_017000.png
r1r3k1/2qn1p1p/b2bpnp1/p2pN3/1p1P1PPB/2P2R1Q/PPBN3P/R5K1,game7_frame_017092.png,game7_frame_017092.png
r1r3k1/2qn1p1p/b2bpnp1/p2pN3/3P1PPB/2p2R1Q/PPBN3P/R5K1,game7_frame_018136.png,game7_frame_018136.png
r1r3k1/2qn1p1p/b2bpnp1/p2pN3/3P1PPB/2P2R1Q/P1BN3P/R5K1,game7_frame_018284.png,game7_frame_018284.png
r1r3k1/2qn1p1p/b3pnp1/p2pN3/1b1P1PPB/2P2R1Q/P1BN3P/R5K1,game7_frame_019232.png,game7_frame_019232.png
r1r3k1/2qn1p1p/b3pnp1/p2pN3/Bb1P1PPB/2P2R1Q/P2N3P/R5K1,game7_frame_021764.png,game7_frame_021764.png
r1r3k1/2q2p1p/b3pnp1/p2pn3/Bb1P1PPB/2P2R1Q/P2N3P/R5K1,game7_frame_025640.png,game7_frame_025640.png
r1r3k1/2q2p1p/b3p1p1/p2pP3/Bb1Pn1PB/2P2R1Q/P2N3P/R5K1,game7_frame_026756.png,game7_frame_026756.png
r1r3k1/2q2p1p/b3p1p1/p3P3/Bb1Pp1PB/2P2R1Q/P6P/R5K1,game7_frame_028556.png,game7_frame_028556.png
r1r3k1/2q2p1p/b3pBp1/p3P3/BP1P2P1/5p1Q/P6P/R5K1,game7_frame_029020.png,game7_frame_029020.png
r1r3k1/2q2p1p/b3pBp1/p3P3/BP1P2P1/5p1Q/P6P/R5K1,game7_frame_029020.png,game7_frame_029020.png
r1r3k1/5p1p/b3pBp1/p3P3/BP1P2P1/2q2p1Q/P6P/R5K1,game7_frame_029672.png,game7_frame_029672.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/2q2p2/P6P/R5K1,game7_frame_030032.png,game7_frame_030032.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/5p2/P6P/q5K1,game7_frame_030544.png,game7_frame_030544.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/5p2/P4K1P/q7,game7_frame_030560.png,game7_frame_030560.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/5p2/Pq3K1P/8,game7_frame_030576.png,game7_frame_030576.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/5K2/Pq5P/8,game7_frame_030820.png,game7_frame_030820.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P2P1/5K2/P3q2P/8,game7_frame_031296.png,game7_frame_031296.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P1KP1/8/P3q2P/8,game7_frame_031332.png,game7_frame_031332.png
r1r3k1/5p1p/b3pBpQ/p3P3/BP1P1KP1/8/P2q3P/8,game7_frame_031396.png,game7_frame_031396.png
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,game8_frame_000000.png,game8_frame_000000.png
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,game8_frame_000232.png,game8_frame_000232.png
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR,game8_frame_000264.png,game8_frame_000264.png
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,game8_frame_000300.png,game8_frame_000300.png
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,game8_frame_000336.png,game8_frame_000336.png
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,game8_frame_000388.png,game8_frame_000388.png
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,game8_frame_000436.png,game8_frame_000436.png
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R,game8_frame_000480.png,game8_frame_000480.png
r1bqkb1r/pppp1ppp/2n5/4p3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R,game8_frame_000536.png,game8_frame_000536.png
r1bqkb1r/pppp1Bpp/2n5/4p3/4n3/2N2N2/PPPP1PPP/R1BQK2R,game8_frame_000716.png,game8_frame_000716.png
r1bq1b1r/pppp1kpp/2n5/4p3/4n3/2N2N2/PPPP1PPP/R1BQK2R,game8_frame_000720.png,game8_frame_000720.png
r1bq1b1r/pppp1kpp/2n5/4p3/4N3/5N2/PPPP1PPP/R1BQK2R,game8_frame_000884.png,game8_frame_000884.png
r1bq1b1r/pppp1kp1/2n4p/4p3/4N3/5N2/PPPP1PPP/R1BQK2R,game8_frame_000996.png,game8_frame_000996.png
r1bq1b1r/pppp1kp1/2n4p/4p3/4N3/3P1N2/PPP2PPP/R1BQK2R,game8_frame_001140.png,game8_frame_001140.png
r1bq1b1r/ppp2kp1/2n4p/3pp3/8/2NP1N2/PPP2PPP/R1BQK2R,game8_frame_001244.png,game8_frame_001244.png
r1bq3r/ppp2kp1/2n4p/3pp3/1b6/2NP1N2/PPP2PPP/R1BQK2R,game8_frame_001380.png,game8_frame_001380.png
r1bq3r/ppp2kp1/2n4p/3pp3/1b6/2NP1N2/PPP2PPP/R1BQ1RK1,game8_frame_001736.png,game8_frame_001736.png
r2q3r/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQ1RK1,game8_frame_001904.png,game8_frame_001904.png
r2q3r/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQR1K1,game8_frame_002388.png,game8_frame_002388.png
r2qr3/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQR1K1,game8_frame_002868.png,game8_frame_002868.png
r2qr3/ppp2kp1/2n4p/3pp3/1b4b1/P1NP1N2/1PP2PPP/R1BQR1K1,game8_frame_003244.png,game8_frame_003244.png
r2qr3/ppp2kp1/2n4p/3pp3/6b1/P1bP1N2/1PP2PPP/R1BQR1K1,game8_frame_003552.png,game8_frame_003552.png
r2qr3/ppp2kp1/2n4p/3pp3/6b1/P1PP1N2/2P2PPP/R1BQR1K1,game8_frame_003656.png,game8_frame_003656.png
r2qr1k1/ppp3p1/2n4p/3pp3/6b1/P1PP1N2/2P2PPP/R1BQR1K1,game8_frame_004292.png,game8_frame_004292.png
r2qr1k1/ppp3p1/2n4p/3pp3/6b1/P1PP1N1P/2P2PP1/R1BQR1K1,game8_frame_004648.png,game8_frame_004648.png
r2qr1k1/ppp3p1/2n4p/3pp2b/8/P1PP1N1P/2P2PP1/R1BQR1K1,game8_frame_004892.png,game8_frame_004892.png
r2qr1k1/ppp3p1/2n4p/3pp2b/8/P1PP1N1P/1BP2PP1/R2QR1K1,game8_frame_005040.png,game8_frame_005040.png
r2q1rk1/ppp3p1/2n4p/3pp2b/8/P1PP1N1P/1BP2PP1/R2QR1K1,game8_frame_005360.png,game8_frame_005360.png
r2q1rk1/ppp3p1/2n4p/3pp2b/8/P1PP1N1P/1BPQ1PP1/R3R1K1,game8_frame_005584.png,game8_frame_005584.png
r2q1rk1/ppp3p1/2n4p/3pp3/8/P1PP1b1P/1BPQ1PP1/R3R1K1,game8_frame_005776.png,game8_frame_005776.png
r2q1rk1/ppp3p1/2n4p/3pp3/8/P1PP1P1P/1BPQ1P2/R3R1K1,game8_frame_005876.png,game8_frame_005876.png
r2q2k1/ppp3p1/2n4p/3pp3/8/P1PP1r1P/1BPQ1P2/R3R1K1,game8_frame_006140.png,game8_frame_006140.png
r2q2k1/ppp3p1/2n4p/3pp3/8/P1PP1r1P/1BP1QP2/R3R1K1,game8_frame_006528.png,game8_frame_006528.png
r2q2k1/ppp3p1/2n4p/3pp3/8/P1PP3r/1BP1QP2/R3R1K1,game8_frame_006904.png,game8_frame_006904.png
r2q2k1/ppp3p1/2n4p/3pp3/6Q1/P1PP3r/1BP2P2/R3R1K1,game8_frame_007184.png,game8_frame_007184.png
r5k1/ppp3p1/2n4p/3pp1q1/6Q1/P1PP3r/1BP2P2/R3R1K1,game8_frame_007384.png,game8_frame_007384.png
r5k1/ppp3p1/2n4p/3pp1q1/8/P1PP3r/1BP2PQ1/R3R1K1,game8_frame_007772.png,game8_frame_007772.png
r5k1/ppp3p1/2n4p/3pp3/8/P1PP3r/1BP2Pq1/R3R1K1,game8_frame_008312.png,game8_frame_008312.png
r5k1/ppp3p1/2n4p/3pp3/8/P1PP3r/1BP2PK1/R3R3,game8_frame_008368.png,game8_frame_008368.png
r5k1/ppp3p1/2n4p/3pp2r/8/P1PP4/1BP2PK1/R3R3,game8_frame_008444.png,game8_frame_008444.png
r5k1/ppp3p1/2n4p/3pp2r/2P5/P2P4/1BP2PK1/R3R3,game8_frame_008604.png,game8_frame_008604.png
r5k1/ppp3p1/2n4p/4p2r/2Pp4/P2P4/1BP2PK1/R3R3,game8_frame_008892.png,game8_frame_008892.png
r5k1/ppp3p1/2n4p/4p2r/2Pp4/P1PP4/1B3PK1/R3R3,game8_frame_009092.png,game8_frame_009092.png
r5k1/ppp3p1/2n4p/4p1r1/2Pp4/P1PP4/1B3PK1/R3R3,game8_frame_009180.png,game8_frame_009180.png
5rk1/ppp3p1/2n4p/4p1r1/2Pp4/P1PP4/1B3P2/R3RK2,game8_frame_009468.png,game8_frame_009468.png
5rk1/ppp3p1/2n4p/4p1r1/2PP4/P2P4/1B3P2/R3RK2,game8_frame_009616.png,game8_frame_009616.png
5rk1/ppp3p1/7p/4p1r1/2Pn4/P2P4/1B3P2/R3RK2,game8_frame_009784.png,game8_frame_009784.png
5rk1/ppp3p1/7p/4R1r1/2Pn4/P2P4/1B3P2/R4K2,game8_frame_010644.png,game8_frame_010644.png
5rk1/ppp3p1/7p/4r3/2Pn4/P2P4/1B3P2/R4K2,game8_frame_010904.png,game8_frame_010904.png
5rk1/ppp3p1/7p/4r3/2PB4/P2P4/5P2/R4K2,game8_frame_010972.png,game8_frame_010972.png
5rk1/ppp3p1/7p/7r/2PB4/P2P4/5P2/R4K2,game8_frame_011168.png,game8_frame_011168.png
5rk1/ppp3p1/7p/7r/2PB4/P2P4/4KP2/R7,game8_frame_011344.png,game8_frame_011344.png
4r1k1/ppp3p1/7p/7r/2PB4/P2P4/4KP2/R7,game8_frame_011484.png,game8_frame_011484.png
4r1k1/ppp3p1/7p/7r/2PB4/P2P4/3K1P2/R7,game8_frame_011560.png,game8_frame_011560.png
4r1k1/pp4p1/7p/2p4r/2PB4/P2P4/3K1P2/R7,game8_frame_011668.png,game8_frame_011668.png
4r1k1/pp4p1/7p/2p4r/2P5/P1BP4/3K1P2/R7,game8_frame_012128.png,game8_frame_012128.png
4r1k1/pp4p1/7p/2p5/2P5/P1BP4/3K1P1r/R7,game8_frame_012508.png,game8_frame_012508.png
4r1k1/pp4p1/7p/2p5/2P5/P1BP4/3K1P1r/5R2,game8_frame_013052.png,game8_frame_013052.png
5rk1/pp4p1/7p/2p5/2P5/P1BP4/3K1P1r/5R2,game8_frame_013688.png,game8_frame_013688.png
5rk1/pp4p1/7p/2p5/2P5/P1BPK3/5P1r/5R2,game8_frame_013872.png,game8_frame_013872.png
5rk1/pp4p1/7p/2p5/2P5/P1BPK2r/5P2/5R2,game8_frame_014112.png,game8_frame_014112.png
5rk1/pp4p1/7p/2p5/2P5/P1BP3r/4KP2/5R2,game8_frame_014388.png,game8_frame_014388.png
4r1k1/pp4p1/7p/2p5/2P5/P1BP3r/4KP2/5R2,game8_frame_014780.png,game8_frame_014780.png
4r1k1/pp4p1/7p/2p5/2P5/P1BP3r/3K1P2/5R2,game8_frame_014864.png,game8_frame_014864.png
3r2k1/pp4p1/7p/2p5/2P5/P1BP3r/3K1P2/5R2,game8_frame_015008.png,game8_frame_015008.png
3r2k1/pp4p1/7p/2p5/2P5/P1BP3r/3K1P2/6R1,game8_frame_015044.png,game8_frame_015044.png
3r2k1/pp4p1/7p/2p5/2P5/P1Br4/3K1P2/6R1,game8_frame_015176.png,game8_frame_015176.png
3r2k1/pp4p1/7p/2p5/2P5/P1Br4/2K2P2/6R1,game8_frame_015288.png,game8_frame_015288.png
3r2k1/pp1r2p1/7p/2p5/2P5/P1B5/2K2P2/6R1,game8_frame_015696.png,game8_frame_015696.png
3r2k1/pp1r2p1/5B1p/2p5/2P5/P7/2K2P2/6R1,game8_frame_015864.png,game8_frame_015864.png
4r1k1/pp1r2p1/5B1p/2p5/2P5/P7/2K2P2/6R1,game8_frame_016800.png,game8_frame_016800.png
4r1k1/pp1r2p1/7p/2p5/2P5/P1B5/2K2P2/6R1,game8_frame_017436.png,game8_frame_017436.png
6k1/pp1r2p1/7p/2p5/2P5/P1B5/2K1rP2/6R1,game8_frame_017580.png,game8_frame_017580.png
6k1/pp1r2p1/7p/2p5/2P5/PKB5/4rP2/6R1,game8_frame_017780.png,game8_frame_017780.png
6k1/pp1r2p1/7p/2p5/2P5/PKB5/5r2/6R1,game8_frame_017900.png,game8_frame_017900.png
6k1/pp1r2p1/7p/2p5/2P5/PK6/5r2/4B1R1,game8_frame_018608.png,game8_frame_018608.png
6k1/pp1r2p1/7p/2p5/2P5/PK3r2/8/4B1R1,game8_frame_019496.png,game8_frame_019496.png
6k1/pp1r2p1/7p/2p5/K1P5/P4r2/8/4B1R1,game8_frame_019684.png,game8_frame_019684.png
6k1/pp4p1/7p/2p5/K1P5/P4r2/8/3rB1R1,game8_frame_019876.png,game8_frame_019876.png
6k1/pp4p1/7p/2p5/K1P5/P4r2/5B2/3r2R1,game8_frame_020364.png,game8_frame_020364.png
6k1/pp4p1/7p/2p5/K1P5/P4r2/8/6B1,game8_frame_020524.png,game8_frame_020524.png
6k1/pp4p1/7p/2p2r2/K1P5/P7/8/6B1,game8_frame_021288.png,game8_frame_021288.png
6k1/pp4p1/7p/1Kp2r2/2P5/P7/8/6B1,game8_frame_021440.png,game8_frame_021440.png
6k1/p5p1/1p5p/1Kp2r2/2P5/P7/8/6B1,game8_frame_021808.png,game8_frame_021808.png
6k1/p5p1/1p5p/1Kp2r2/P1P5/8/8/6B1,game8_frame_022428.png,game8_frame_022428.png
8/p5pk/1p5p/1Kp2r2/P1P5/8/8/6B1,game8_frame_022660.png,game8_frame_022660.png
8/p4rpk/Kp5p/2p5/P1P5/8/8/6B1,game8_frame_022836.png,game8_frame_022836.png
8/p4rpk/Kp5p/P1p5/2P5/8/8/6B1,game8_frame_023016.png,game8_frame_023016.png
8/p4rpk/K6p/p1p5/2P5/8/8/6B1,game8_frame_023188.png,game8_frame_023188.png
8/p4rpk/7p/K1p5/2P5/8/8/6B1,game8_frame_023264.png,game8_frame_023264.png
8/p5pk/7p/K1p5/2P2r2/8/8/6B1,game8_frame_023728.png,game8_frame_023728.png
8/p5pk/8/2K4p/2P2r2/8/8/6B1,game8_frame_023904.png,game8_frame_023904.png
8/p5pk/8/2K5/2P2r1p/8/8/6B1,game8_frame_023948.png,game8_frame_023948.png
8/p5pk/8/2K5/2PB1r1p/8/8/8,game8_frame_024168.png,game8_frame_024168.png
8/p5pk/8/2K5/2Pr3p/8/8/8,game8_frame_024424.png,game8_frame_024424.png
8/p5pk/8/8/2PK4/7p/8/8,game8_frame_024572.png,game8_frame_024572.png
8/p5pk/8/2P5/3K4/7p/8/8,game8_frame_025880.png,game8_frame_025880.png
8/p5pk/8/2P5/3K4/8/7p/8,game8_frame_024924.png,game8_frame_024924.png
8/p5pk/2P5/8/3K4/8/7p/8,game8_frame_025008.png,game8_frame_025008.png
8/p5pk/2P5/8/3K4/8/8/7q,game8_frame_025304.png,game8_frame_025304.png
8/p1P3pk/8/8/3K4/8/8/7q,game8_frame_025364.png,game8_frame_025364.png
8/p1P3pk/2q5/8/8/4K3/8/8,game8_frame_025472.png,game8_frame_025472.png
8/p1P3pk/2q5/8/8/4K3/8/8,game8_frame_025472.png,game8_frame_025472.png
8/p1q3pk/8/8/8/4K3/8/8,game8_frame_025632.png,game8_frame_025632.png
8/p1q3pk/8/8/4K3/8/8/8,game8_frame_025868.png,game8_frame_025868.png
8/2q3pk/8/p7/4K3/8/8/8,game8_frame_025972.png,game8_frame_025972.png
8/2q3pk/8/p4K2/8/8/8/8,game8_frame_026068.png,game8_frame_026068.png
8/2q3pk/8/6K1/p7/8/8/8,game8_frame_026148.png,game8_frame_026148.png
8/2q3pk/8/7K/8/p7/8/8,game8_frame_026348.png,game8_frame_026348.png
8/6pk/8/7K/8/p7/7q/8,game8_frame_026604.png,game8_frame_026604.png
8/6pk/8/6K1/8/p7/7q/8,game8_frame_026664.png,game8_frame_026664.png
8/6pk/8/6K1/8/8/p6q/8,game8_frame_026728.png,game8_frame_026728.png
8/6pk/8/5K2/8/8/p6q/8,game8_frame_026840.png,game8_frame_026840.png
8/6pk/8/5K2/8/8/7q/q7,game8_frame_027120.png,game8_frame_027120.png
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,game10_frame_000232.png,game10_frame_000232.png
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,game10_frame_003604.png,game10_frame_003604.png
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,game10_frame_003644.png,game10_frame_003644.png
rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR,game10_frame_004004.png,game10_frame_004004.png
rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR,game10_frame_004040.png,game10_frame_004040.png
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR,game10_frame_004172.png,game10_frame_004172.png
rnbqkbnr/pp2pppp/2p5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR,game10_frame_004480.png,game10_frame_004480.png
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR,game10_frame_004564.png,game10_frame_004564.png
rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR,game10_frame_004760.png,game10_frame_004760.png
rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR,game10_frame_004988.png,game10_frame_004988.png
rnbqkb1r/pp3ppp/2p2p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,game10_frame_005064.png,game10_frame_005064.png
rnbqk2r/pp3ppp/2pb1p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,game10_frame_005584.png,game10_frame_005584.png
rnbqk2r/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,game10_frame_005704.png,game10_frame_005704.png
rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,game10_frame_006196.png,game10_frame_006196.png
rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQ1RK1,game10_frame_006412.png,game10_frame_006412.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N2/PPP2PPP/R1BQ1RK1,game10_frame_006788.png,game10_frame_006788.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5b1P/PPP2PP1/R1BQ1RK1,game10_frame_007740.png,game10_frame_007740.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,game10_frame_007784.png,game10_frame_007784.png
rn1qr1k1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,game10_frame_008932.png,game10_frame_008932.png
rn1qr1k1/pp3ppp/2pb1p2/3P4/2B5/5Q1P/PPP2PP1/R1B2RK1,game10_frame_009732.png,game10_frame_009732.png
rn2r1k1/ppq2ppp/2pb1p2/3P4/2B5/5Q1P/PPP2PP1/R1B2RK1,game10_frame_011864.png,game10_frame_011864.png
rn2r1k1/ppq2ppp/2pb1p2/3P4/2B5/1Q5P/PPP2PP1/R1B2RK1,game10_frame_013072.png,game10_frame_013072.png
rn2r1k1/p1q2ppp/2pb1p2/1p1P4/2B5/1Q5P/PPP2PP1/R1B2RK1,game10_frame_015284.png,game10_frame_015284.png
rn2r1k1/p1q2ppp/2pb1p2/1p1P4/8/1Q1B3P/PPP2PP1/R1B2RK1,game10_frame_015828.png,game10_frame_015828.png
rn2r1k1/2q2ppp/p1pb1p2/1p1P4/8/1Q1B3P/PPP2PP1/R1B2RK1,game10_frame_018756.png,game10_frame_018756.png
rn2r1k1/2q2ppp/p1pb1p2/1p1P4/P7/1Q1B3P/1PP2PP1/R1B2RK1,game10_frame_019408.png,game10_frame_019408.png
r3r1k1/2qn1ppp/p1pb1p2/1p1P4/P7/1Q1B3P/1PP2PP1/R1B2RK1,game10_frame_020132.png,game10_frame_020132.png
r3r1k1/2qn1ppp/p1Pb1p2/1p6/P7/1Q1B3P/1PP2PP1/R1B2RK1,game10_frame_020804.png,game10_frame_020804.png
r3r1k1/2q2ppp/p1Pb1p2/1pn5/P7/1Q1B3P/1PP2PP1/R1B2RK1,game10_frame_023040.png,game10_frame_023040.png
r3r1k1/2q2ppp/p1Pb1p2/1pnQ4/P7/3B3P/1PP2PP1/R1B2RK1,game10_frame_023988.png,game10_frame_023988.png
r3r1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3n3P/1PP2PP1/R1B2RK1,game10_frame_025212.png,game10_frame_025212.png
r3r1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3P3P/1P3PP1/R1B2RK1,game10_frame_025520.png,game10_frame_025520.png
3rr1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3P3P/1P3PP1/R1B2RK1,game10_frame_025912.png,game10_frame_025912.png
3rr1k1/2q2ppp/p1Pb1p2/1p5Q/P7/3P3P/1P3PP1/R1B2RK1,game10_frame_027004.png,game10_frame_027004.png
3rr1k1/2q2p1p/p1Pb1pp1/1p5Q/P7/3P3P/1P3PP1/R1B2RK1,game10_frame_028828.png,game10_frame_028828.png
3rr1k1/2q2p1p/p1Pb1pp1/1p6/P7/3P1Q1P/1P3PP1/R1B2RK1,game10_frame_039160.png,game10_frame_039160.png
2r1r1k1/2q2p1p/p1Pb1pp1/1p6/P7/3P1Q1P/1P3PP1/R1B2RK1,game10_frame_029980.png,game10_frame_029980.png
2r1r1k1/2q2p1p/p1Pb1pp1/1P6/8/3P1Q1P/1P3PP1/R1B2RK1,game10_frame_030240.png,game10_frame_030240.png
2r1r1k1/2q2p1p/2Pb1pp1/1p6/8/3P1Q1P/1P3PP1/R1B2RK1,game10_frame_030460.png,game10_frame_030460.png
2r1r1k1/2q2p1p/2Pb1Qp1/1p6/8/3P3P/1P3PP1/R1B2RK1,game10_frame_030948.png,game10_frame_030948.png
2r1r1k1/5p1p/2qb1Qp1/1p6/8/3P3P/1P3PP1/R1B2RK1,game10_frame_031648.png,game10_frame_031648.png
2r1r1k1/5p1p/2qb2p1/1p6/3Q4/3P3P/1P3PP1/R1B2RK1,game10_frame_031996.png,game10_frame_031996.png
3rr1k1/5p1p/2qb2p1/1p6/3Q4/3P3P/1P3PP1/R1B2RK1,game10_frame_032828.png,game10_frame_032828.png
3rr1k1/5p1p/2qb2p1/1p6/7Q/3P3P/1P3PP1/R1B2RK1,game10_frame_033988.png,game10_frame_033988.png
3rr1k1/5p1p/3b2p1/1p1q4/7Q/3P3P/1P3PP1/R1B2RK1,game10_frame_034836.png,game10_frame_034836.png
3rr1k1/5p1p/3b2p1/1p1q2B1/7Q/3P3P/1P3PP1/R4RK1,game10_frame_035320.png,game10_frame_035320.png
3rr1k1/5p1p/3b2p1/1p2q1B1/7Q/3P3P/1P3PP1/R4RK1,game10_frame_036020.png,game10_frame_036020.png
3rr1k1/5p1p/3b2p1/1p2q1B1/5P1Q/3P3P/1P4P1/R4RK1,game10_frame_036588.png,game10_frame_036588.png
3rr1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4RK1,game10_frame_036796.png,game10_frame_036796.png
3rr1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4R1K,game10_frame_036960.png,game10_frame_036960.png
2r1r1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4R1K,game10_frame_037396.png,game10_frame_037396.png
2r1r1k1/5p1p/3b1Bp1/1p6/3q1P1Q/3P3P/1P4P1/R4R1K,game10_frame_037580.png,game10_frame_037580.png
2r1rbk1/5p1p/5Bp1/1p6/3q1P1Q/3P3P/1P4P1/R4R1K,game10_frame_039452.png,game10_frame_039452.png
2r1rbk1/5p1p/6p1/1p6/3B1P1Q/3P3P/1P4P1/R4R1K,game10_frame_039632.png,game10_frame_039632.png
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,game12_frame_012720.png,game12_frame_012720.png
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,game12_frame_012740.png,game12_frame_012740.png
rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR,game12_frame_012920.png,game12_frame_012920.png
rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR,game12_frame_012984.png,game12_frame_012984.png
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR,game12_frame_013060.png,game12_frame_013060.png
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR,game12_frame_013284.png,game12_frame_013284.png
rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR,game12_frame_013416.png,game12_frame_013416.png
rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR,game12_frame_013552.png,game12_frame_013552.png
rnbqkb1r/pp3ppp/2p2p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,game12_frame_013596.png,game12_frame_013596.png
rnbqk2r/pp3ppp/2pb1p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,game12_frame_013912.png,game12_frame_013912.png
rnbqk2r/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,game12_frame_013980.png,game12_frame_013980.png
rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,game12_frame_014336.png,game12_frame_014336.png
rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQ1RK1,game12_frame_014596.png,game12_frame_014596.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N2/PPP2PPP/R1BQ1RK1,game12_frame_014684.png,game12_frame_014684.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N1P/PPP2PP1/R1BQ1RK1,game12_frame_015200.png,game12_frame_015200.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5b1P/PPP2PP1/R1BQ1RK1,game12_frame_015264.png,game12_frame_015264.png
rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,game12_frame_015352.png,game12_frame_015352.png
rn1qr1k1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,game12_frame_015984.png,game12_frame_015984.png
rn1qr1k1/pp3ppp/2pb1p2/3P4/2B5/5Q1P/PPP2PP1/R1B2RK1,game12_frame_016520.png,game12_frame_016520.png
rn2r1k1/ppq2ppp/2pb1p2/3P4/2B5/5Q1P/PPP2PP1/R1B2RK1,game12_frame_017812.png,game12_frame_017812.png
rn2r1k1/ppq2ppp/2pb1p2/3P4/2B5/1Q5P/PPP2PP1/R1B2RK1,game12_frame_018536.png,game12_frame_018536.png
